bairro,tipo,quartos,banheiros,vagas,area,valor_aluguel
Vila Mariana,kitnet,2,2,0,75.3,7127
Moema,casa,3,2,2,68.8,10144
Tatuapé,casa,1,2,0,51.6,5200
Pinheiros,kitnet,1,1,2,78.0,6434
Moema,apto,3,2,0,60.4,10398
Moema,casa,2,2,1,40.6,7999
Vila Mariana,kitnet,1,1,0,67.0,5543
Pinheiros,casa,3,2,2,64.7,7044
Pinheiros,casa,1,2,1,79.2,5352
Pinheiros,casa,3,2,1,76.6,6743
Moema,kitnet,3,2,1,57.8,7388
Pinheiros,apto,3,2,2,50.6,8519
Butantã,kitnet,2,2,0,60.0,5591
Vila Mariana,kitnet,1,2,0,67.3,5027
Tatuapé,kitnet,3,2,0,69.7,5882
Itaim Bibi,casa,2,1,2,66.0,7575
Moema,casa,2,1,2,58.2,7986
Butantã,casa,1,1,1,79.9,4295
Pinheiros,apto,2,2,0,46.5,6275
Vila Mariana,kitnet,2,2,2,109.6,8328
Vila Mariana,casa,1,2,2,75.3,5679
Pinheiros,kitnet,3,2,2,37.5,8294
Vila Mariana,apto,1,2,2,63.7,5775
Vila Mariana,kitnet,3,2,0,75.5,6369
Itaim Bibi,casa,3,2,2,53.0,9173
Vila Mariana,kitnet,2,1,1,30.1,5047
Butantã,apto,1,2,1,39.2,4503
Itaim Bibi,casa,2,1,0,70.8,6378
Butantã,casa,2,2,1,24.9,5097
Pinheiros,casa,2,2,2,31.0,7868
Butantã,apto,1,1,1,70.7,3712
Tatuapé,casa,2,1,2,55.5,5350
Butantã,apto,1,1,2,46.1,3654
Moema,casa,2,1,0,50.1,8655
Butantã,apto,2,2,2,30.6,5909
Tatuapé,casa,2,2,2,69.7,6116
Pinheiros,casa,3,2,1,43.9,5934
Moema,apto,3,2,1,49.3,7090
Pinheiros,kitnet,3,2,1,66.9,8205
Butantã,kitnet,3,1,2,54.9,4856
Vila Mariana,apto,3,1,2,45.9,5412
Vila Mariana,apto,1,1,0,20.2,3713
Tatuapé,kitnet,1,1,0,67.3,4227
Moema,apto,2,1,0,61.6,7151
Pinheiros,kitnet,2,1,1,49.7,5638
Itaim Bibi,casa,3,1,2,39.3,8414
Butantã,casa,1,2,1,60.3,4118
Itaim Bibi,apto,1,2,0,69.6,7490
Tatuapé,casa,3,2,2,62.0,6530
Moema,apto,3,2,1,92.8,9663
Tatuapé,casa,1,2,1,74.1,5968
Tatuapé,casa,1,1,2,57.9,4071
Pinheiros,apto,2,1,0,74.8,5914
Pinheiros,casa,2,1,1,61.0,4978
Vila Mariana,casa,1,2,0,60.9,3712
Moema,kitnet,2,2,1,85.9,8137
Pinheiros,apto,3,2,1,42.0,6775
Pinheiros,kitnet,3,2,1,60.5,6545
Butantã,kitnet,3,1,2,83.8,6117
Moema,kitnet,2,2,0,66.2,8604
Tatuapé,kitnet,3,2,2,52.6,6779
Tatuapé,casa,1,2,2,25.9,2867
Itaim Bibi,kitnet,1,2,1,20.0,5446
Itaim Bibi,kitnet,1,1,0,101.5,7871
Vila Mariana,casa,3,1,0,66.2,5984
Butantã,apto,2,1,1,48.3,4103
Moema,casa,1,1,2,67.0,6639
Butantã,kitnet,3,1,1,41.0,6104
Moema,kitnet,1,2,2,53.4,7846
Pinheiros,casa,2,1,0,41.2,4847
Itaim Bibi,apto,1,2,1,31.7,6520
Pinheiros,kitnet,1,2,2,20.0,5095
Itaim Bibi,apto,1,2,1,28.0,5235
Pinheiros,apto,1,2,2,80.4,6675
Vila Mariana,casa,2,2,0,40.3,4396
Tatuapé,kitnet,1,1,2,70.7,5751
Butantã,apto,1,1,2,79.1,6516
Moema,casa,2,1,1,60.3,6781
Pinheiros,apto,2,2,1,54.0,6002
Vila Mariana,casa,2,1,2,62.7,7123
Butantã,apto,2,2,1,51.7,6223
Itaim Bibi,casa,3,1,0,84.1,7531
Pinheiros,casa,3,1,2,97.5,8307
Moema,apto,1,2,0,89.0,7323
Vila Mariana,apto,3,2,1,20.0,5183
Vila Mariana,kitnet,2,2,0,51.3,6047
Butantã,apto,2,1,2,60.1,4843
Tatuapé,apto,3,1,2,69.3,5746
Vila Mariana,apto,1,1,1,25.5,4083
Tatuapé,kitnet,2,1,1,25.1,2663
Moema,casa,3,1,1,86.1,6939
Pinheiros,apto,3,2,1,48.8,7799
Moema,kitnet,1,2,2,30.3,5615
Vila Mariana,apto,2,2,0,37.9,7046
Vila Mariana,casa,1,1,2,67.8,7312
Butantã,apto,1,1,1,43.5,3501
Itaim Bibi,kitnet,1,1,2,64.8,8916
Pinheiros,kitnet,2,2,1,40.4,6863
Butantã,kitnet,3,2,2,25.1,4937
Tatuapé,apto,2,1,1,88.5,3689
Butantã,apto,2,1,1,68.0,5889
Itaim Bibi,kitnet,3,1,0,53.3,7525
Moema,kitnet,2,2,0,49.6,7232
Tatuapé,apto,3,2,0,89.3,6396
Tatuapé,kitnet,2,2,1,71.8,4740
Itaim Bibi,kitnet,1,2,2,82.9,7646
Vila Mariana,casa,2,1,2,48.3,6415
Vila Mariana,casa,2,2,2,61.0,6347
Vila Mariana,apto,2,1,1,68.0,5853
Vila Mariana,apto,3,1,1,49.0,5054
Pinheiros,apto,1,2,2,58.1,6316
Pinheiros,apto,2,2,0,48.3,5160
Butantã,kitnet,2,1,2,68.0,6374
Pinheiros,casa,1,2,2,33.6,4920
Butantã,kitnet,2,1,2,71.4,5507
Pinheiros,apto,3,1,0,66.2,8618
Itaim Bibi,kitnet,2,2,2,55.9,7633
Vila Mariana,apto,1,1,1,69.0,5117
Tatuapé,kitnet,1,2,1,52.7,4850
Vila Mariana,apto,2,2,0,46.6,4170
Moema,apto,3,2,1,70.9,9527
Moema,apto,1,2,1,71.7,7947
Tatuapé,kitnet,1,2,2,49.9,5015
Moema,apto,3,1,1,48.1,4742
Tatuapé,casa,1,2,0,56.3,3983
Itaim Bibi,casa,1,1,2,49.0,5551
Moema,kitnet,1,2,0,90.5,8314
Moema,casa,3,2,2,66.3,9532
Pinheiros,apto,2,2,2,60.3,7319
Moema,casa,1,1,0,41.3,4578
Pinheiros,apto,1,2,2,74.8,7939
Vila Mariana,kitnet,3,1,2,47.8,6323
Butantã,kitnet,3,2,1,46.9,7253
Pinheiros,apto,1,2,2,75.5,6976
Moema,kitnet,1,2,0,67.7,7138
Butantã,apto,1,1,1,20.0,2832
Butantã,casa,3,1,1,56.8,6831
Pinheiros,casa,1,1,1,62.5,6162
Pinheiros,apto,1,2,2,53.2,7251
Moema,casa,2,2,2,63.2,8038
Tatuapé,apto,2,2,1,23.8,4177
Butantã,kitnet,2,2,1,20.0,4776
Vila Mariana,kitnet,3,1,1,40.5,7169
Pinheiros,kitnet,1,1,0,65.6,6283
Vila Mariana,casa,2,1,1,20.0,4811
Butantã,casa,2,1,0,43.1,2808
Pinheiros,casa,1,2,2,21.5,5795
Moema,kitnet,3,2,2,55.1,7203
Pinheiros,casa,2,1,2,99.2,7803
Pinheiros,casa,2,2,2,55.7,6777
Butantã,casa,3,1,1,57.8,4601
Pinheiros,casa,1,1,1,76.8,6402
Vila Mariana,casa,3,1,1,60.4,8336
Butantã,kitnet,3,1,1,55.7,5421
Tatuapé,casa,1,1,0,78.5,5069
Pinheiros,kitnet,3,2,2,69.4,9868
Moema,kitnet,3,2,1,65.8,9063
Butantã,casa,2,1,2,57.2,4801
Moema,kitnet,2,1,0,53.1,6782
Tatuapé,apto,3,1,1,78.3,6535
Tatuapé,kitnet,1,1,1,53.3,5145
Tatuapé,apto,1,2,2,84.6,6610
Vila Mariana,casa,2,2,1,39.1,3456
Butantã,apto,3,1,0,88.7,5675
Butantã,casa,2,1,1,69.4,5327
Pinheiros,casa,1,2,2,40.6,4907
Itaim Bibi,kitnet,2,1,0,70.2,4345
Itaim Bibi,apto,1,2,1,47.0,6029
Itaim Bibi,kitnet,3,2,0,60.7,8117
Moema,kitnet,2,2,2,50.3,7088
Moema,casa,2,2,0,57.3,6323
Butantã,casa,2,1,1,78.8,5698
Pinheiros,kitnet,3,2,2,70.4,8286
Itaim Bibi,apto,3,2,2,37.5,7650
Butantã,kitnet,2,2,0,38.6,5657
Itaim Bibi,apto,2,2,0,65.4,7609
Moema,kitnet,1,2,0,66.9,6009
Tatuapé,apto,2,2,1,46.5,3996
Pinheiros,kitnet,2,1,2,91.8,7384
Butantã,kitnet,2,1,0,76.3,6179
Moema,apto,3,2,0,47.5,6866
Pinheiros,casa,3,1,1,45.6,7043
Itaim Bibi,casa,2,2,2,55.4,7939
Tatuapé,apto,2,1,1,53.4,6295
Tatuapé,casa,1,1,1,85.1,5266
Pinheiros,kitnet,2,2,2,79.7,7032
Itaim Bibi,apto,3,2,2,60.7,9310
Tatuapé,kitnet,3,2,1,73.6,7023
Itaim Bibi,kitnet,3,1,1,76.5,8176
Itaim Bibi,casa,2,1,1,61.2,6404
Vila Mariana,casa,3,2,0,68.1,7370
Vila Mariana,casa,3,2,1,71.9,7407
Butantã,apto,2,2,2,69.8,4879
Tatuapé,casa,1,2,0,44.4,4036
Moema,kitnet,2,2,2,46.4,6884
Vila Mariana,apto,3,1,1,54.2,5214
Tatuapé,kitnet,2,1,1,45.9,4194
Itaim Bibi,kitnet,3,1,0,30.5,7842
Pinheiros,kitnet,3,2,2,73.5,9072
Tatuapé,casa,1,1,0,66.9,4865
Butantã,casa,3,2,1,33.2,5612
Vila Mariana,casa,2,1,0,55.2,5932
Vila Mariana,kitnet,3,1,2,56.3,6868
Butantã,kitnet,2,2,0,63.6,4425
Pinheiros,casa,2,1,2,38.4,5226
Moema,kitnet,1,2,1,32.9,5502
Moema,casa,1,2,0,70.4,7933
Itaim Bibi,casa,2,2,2,29.3,7941
Pinheiros,apto,2,1,2,55.3,5596
Moema,casa,2,2,0,53.5,7047
Pinheiros,casa,1,2,2,57.5,5904
Itaim Bibi,kitnet,2,1,2,65.1,7628
Tatuapé,kitnet,1,2,2,92.0,5430
Moema,apto,1,1,1,28.0,6565
Moema,casa,2,1,0,77.5,7311
Pinheiros,kitnet,2,1,1,20.0,5273
Butantã,casa,2,2,2,87.9,6816
Tatuapé,casa,3,2,1,20.0,3978
Vila Mariana,kitnet,3,1,1,108.7,8149
Moema,casa,2,1,2,52.2,8016
Itaim Bibi,kitnet,3,2,1,85.8,10352
Itaim Bibi,casa,1,2,0,81.7,6432
Moema,apto,3,2,2,51.3,7023
Vila Mariana,casa,2,1,1,52.8,5734
Tatuapé,kitnet,3,1,1,43.3,5985
Tatuapé,casa,3,1,1,75.7,6360
Tatuapé,kitnet,3,2,2,51.5,6590
Pinheiros,apto,3,2,2,43.6,6120
Moema,kitnet,1,2,2,70.7,6965
Tatuapé,apto,1,1,2,42.1,2205
Butantã,kitnet,2,2,0,53.4,4889
Tatuapé,casa,2,2,2,62.1,3933
Moema,kitnet,1,1,2,47.2,7381
Tatuapé,kitnet,3,1,0,50.2,6249
Vila Mariana,kitnet,1,2,1,90.7,6634
Pinheiros,kitnet,3,2,2,55.9,6367
Itaim Bibi,casa,1,2,1,52.8,7085
Butantã,kitnet,2,1,2,56.5,6782
Butantã,apto,3,1,1,69.1,6453
Tatuapé,apto,2,2,0,39.3,5328
Pinheiros,casa,3,2,0,68.5,6968
Butantã,kitnet,3,1,2,65.1,5557
Moema,kitnet,3,1,2,24.2,6970
Vila Mariana,casa,2,1,1,95.9,5435
Butantã,casa,3,2,1,89.2,8888
Itaim Bibi,casa,2,1,1,44.0,6931
Itaim Bibi,kitnet,3,1,2,37.6,8320
Vila Mariana,kitnet,3,2,2,64.6,7068
Butantã,apto,1,2,2,31.5,3010
Moema,casa,2,1,2,87.3,9359
Tatuapé,casa,3,1,2,50.6,4720
Itaim Bibi,kitnet,1,1,1,92.4,7852
Tatuapé,casa,3,1,0,43.5,5160
Vila Mariana,kitnet,1,1,1,57.8,5192
Vila Mariana,casa,3,2,2,85.3,7433
Moema,kitnet,3,1,1,53.5,7486
Butantã,apto,1,2,0,65.4,3903
Itaim Bibi,kitnet,3,1,2,81.9,9603
Moema,apto,1,2,2,48.9,7224
Itaim Bibi,casa,2,2,1,34.8,6926
Itaim Bibi,kitnet,3,2,1,30.8,7070
Moema,kitnet,1,2,0,71.7,8536
Moema,casa,1,1,2,67.8,5892
Butantã,casa,2,2,0,81.2,4601
Tatuapé,apto,2,2,1,54.5,5070
Pinheiros,kitnet,1,1,1,31.4,4535
Itaim Bibi,apto,2,1,0,20.0,6678
Tatuapé,apto,1,2,1,117.4,6838
Tatuapé,casa,1,1,2,70.5,4840
Itaim Bibi,apto,1,2,2,62.7,7782
Butantã,apto,1,2,1,65.6,5353
Vila Mariana,casa,3,1,0,31.4,7124
Moema,kitnet,3,2,2,44.1,8226
Vila Mariana,apto,2,2,0,94.9,6501
Tatuapé,kitnet,3,1,2,73.2,6454
Moema,casa,2,2,1,44.7,4947
Moema,apto,3,1,1,35.5,7038
Itaim Bibi,kitnet,1,1,1,49.7,7165
Moema,casa,1,2,1,53.7,7092
Moema,kitnet,3,2,0,101.0,9368
Moema,apto,1,1,1,56.2,6806
Vila Mariana,apto,3,1,1,36.2,6769
Pinheiros,apto,2,1,2,58.8,7705
Itaim Bibi,casa,2,1,1,65.3,7817
Pinheiros,kitnet,2,1,2,34.4,5579
Vila Mariana,kitnet,3,2,0,68.0,5090
Itaim Bibi,casa,1,1,0,84.2,7808
Pinheiros,casa,3,1,0,62.8,7195
Tatuapé,kitnet,3,1,2,44.1,5544
Itaim Bibi,casa,3,2,0,49.4,7232
Tatuapé,apto,3,2,0,26.8,5477
Vila Mariana,apto,3,2,2,57.3,7014
Pinheiros,apto,2,1,1,66.2,6459
Butantã,casa,2,2,1,42.1,4917
Vila Mariana,casa,2,2,2,98.8,8124
Itaim Bibi,casa,3,2,2,75.8,8256
Vila Mariana,casa,2,2,2,24.1,5974
Pinheiros,kitnet,2,2,1,24.6,5060
Itaim Bibi,kitnet,1,2,1,40.3,5861
Butantã,apto,1,2,0,91.5,6152
Butantã,apto,1,2,1,77.8,4539
Itaim Bibi,apto,2,2,2,92.5,9681
Vila Mariana,kitnet,2,2,0,60.2,6087
Butantã,casa,3,1,2,55.8,4656
Itaim Bibi,kitnet,2,2,0,35.0,7743
Vila Mariana,casa,1,1,0,67.0,5358
Pinheiros,casa,2,2,1,56.1,6898
Butantã,apto,1,1,0,55.3,4765
Vila Mariana,casa,3,2,2,92.4,9470
Itaim Bibi,apto,3,2,1,57.5,8485
Pinheiros,casa,1,2,1,86.6,7292
Vila Mariana,apto,1,1,1,28.2,4544
Vila Mariana,apto,1,2,0,113.8,6639
Vila Mariana,apto,2,2,2,52.5,5109
Itaim Bibi,kitnet,1,1,2,74.1,7496
Butantã,kitnet,3,1,0,77.3,7123
Butantã,casa,1,2,0,50.1,4668
Itaim Bibi,casa,2,2,0,76.4,7037
Vila Mariana,kitnet,2,2,0,77.4,7401
Butantã,casa,1,1,1,45.7,3725
Tatuapé,casa,3,1,2,46.0,3806
Tatuapé,casa,1,2,1,60.9,5442
Itaim Bibi,casa,3,2,0,57.7,7274
Itaim Bibi,casa,3,2,0,87.9,10360
Butantã,kitnet,2,1,1,74.1,6440
Tatuapé,casa,3,1,0,58.6,5076
Tatuapé,casa,2,1,1,72.1,5631
Itaim Bibi,apto,1,2,0,20.0,7439
Vila Mariana,kitnet,1,2,0,47.7,5731
Vila Mariana,kitnet,3,1,1,65.8,6963
Tatuapé,apto,2,1,0,82.3,7581
Pinheiros,apto,3,2,1,64.0,7614
Vila Mariana,kitnet,1,1,0,89.2,6240
Itaim Bibi,apto,3,1,0,77.4,7472
Butantã,kitnet,3,1,1,50.2,4167
Tatuapé,kitnet,1,2,0,57.2,3986
Moema,kitnet,2,2,2,68.2,8076
Moema,apto,3,2,2,51.0,8494
Itaim Bibi,casa,1,1,1,90.6,6383
Tatuapé,casa,1,2,0,37.8,4163
Pinheiros,kitnet,1,2,1,66.3,5525
Tatuapé,apto,2,1,1,74.7,5828
Moema,apto,1,2,1,53.7,7360
Itaim Bibi,apto,2,1,2,49.2,6960
Butantã,kitnet,3,2,2,58.5,5683
Butantã,kitnet,1,2,1,76.2,6522
Tatuapé,apto,1,2,0,50.0,4698
Moema,apto,2,2,0,38.6,6680
Moema,apto,1,2,2,83.0,8965
Vila Mariana,kitnet,1,2,1,68.0,5906
Butantã,casa,1,1,0,80.2,4208
Butantã,apto,1,1,1,75.2,4054
Butantã,apto,3,2,2,103.6,7722
Vila Mariana,casa,1,1,1,82.3,6486
Vila Mariana,casa,2,2,0,45.5,6677
Butantã,apto,3,2,2,69.4,6801
Tatuapé,kitnet,2,1,0,48.9,5236
Itaim Bibi,casa,2,2,2,50.9,7556
Moema,apto,2,1,1,31.7,5627
Moema,kitnet,3,1,0,54.3,6283
Tatuapé,kitnet,1,2,0,70.9,4222
Itaim Bibi,apto,1,1,2,58.7,5845
Moema,apto,3,1,2,38.0,9048
Itaim Bibi,apto,1,1,0,29.5,5738
Vila Mariana,kitnet,1,2,1,102.2,6791
Moema,casa,1,1,2,66.5,8273
Butantã,kitnet,1,1,2,43.5,3164
Butantã,casa,1,1,2,69.2,4867
Butantã,casa,2,2,0,103.8,8113
Vila Mariana,casa,2,1,1,72.4,6157
Butantã,kitnet,1,1,2,20.0,5457
Butantã,casa,3,2,0,113.0,8120
Butantã,kitnet,1,2,0,23.0,4435
Pinheiros,kitnet,3,2,2,55.9,8644
Itaim Bibi,kitnet,3,1,2,37.3,7621
Butantã,kitnet,2,1,0,45.2,3965
Itaim Bibi,casa,2,1,2,65.7,7678
Vila Mariana,apto,1,1,1,20.0,3210
Itaim Bibi,casa,1,1,1,58.2,6493
Pinheiros,kitnet,3,2,1,82.9,8085
Moema,kitnet,2,1,2,43.1,8245
Tatuapé,casa,1,2,1,32.2,4240
Moema,apto,3,2,1,57.2,10007
Itaim Bibi,casa,3,1,2,53.2,6369
Vila Mariana,kitnet,1,2,1,48.1,4269
Tatuapé,apto,1,2,2,36.2,3903
Tatuapé,apto,1,1,0,70.4,5406
Tatuapé,apto,1,1,2,71.9,4769
Vila Mariana,kitnet,2,2,2,38.7,4786
Vila Mariana,casa,1,1,2,41.5,4748
Vila Mariana,apto,2,1,1,62.7,5024
Moema,apto,1,1,1,40.7,4706
Tatuapé,apto,3,1,0,63.6,7006
Moema,casa,3,1,2,89.4,8700
Moema,kitnet,2,2,2,58.8,7903
Vila Mariana,casa,2,2,0,35.7,5197
Vila Mariana,kitnet,1,2,0,67.8,5334
Tatuapé,kitnet,1,2,2,56.4,4121
Itaim Bibi,kitnet,2,2,2,57.0,7661
Vila Mariana,apto,1,2,1,69.5,6155
Butantã,kitnet,2,1,0,73.8,6350
Tatuapé,apto,2,1,2,60.7,5979
Vila Mariana,casa,1,1,1,58.8,4188
Moema,kitnet,2,2,2,101.3,9829
Pinheiros,apto,2,2,2,84.0,8101
Pinheiros,apto,3,2,1,76.7,7400
Moema,apto,1,1,0,62.6,6324
Moema,apto,2,1,2,39.9,7254
Itaim Bibi,casa,3,1,2,82.5,9014
Pinheiros,kitnet,1,1,2,62.9,6371
Butantã,apto,3,2,1,48.5,5163
Vila Mariana,casa,3,1,2,55.1,8348
Pinheiros,kitnet,2,2,2,40.7,4877
Itaim Bibi,kitnet,3,2,0,81.1,9197
Itaim Bibi,apto,3,1,0,73.7,8403
Tatuapé,casa,1,2,0,63.6,4923
Pinheiros,apto,3,1,2,59.1,6708
Pinheiros,apto,1,1,0,46.4,5827
Moema,apto,1,2,1,20.0,5514
Moema,casa,1,2,2,31.7,5303
Butantã,apto,2,1,1,45.1,3779
Vila Mariana,apto,3,2,0,42.1,6264
Vila Mariana,apto,2,1,1,65.8,4796
Butantã,casa,2,1,0,76.2,6727
Pinheiros,casa,1,1,1,57.4,6362
Pinheiros,casa,2,1,2,88.2,8907
Moema,apto,2,2,1,44.3,8407
Moema,casa,2,2,2,57.3,7437
Tatuapé,casa,1,2,0,59.0,3574
Butantã,apto,1,2,2,81.8,3613
Butantã,kitnet,3,1,1,62.1,5539
Vila Mariana,kitnet,2,2,0,62.7,7493
Butantã,casa,2,1,1,26.9,3445
Tatuapé,casa,1,2,0,42.0,3592
Pinheiros,kitnet,3,2,1,81.9,7614
Butantã,casa,2,2,1,20.0,4600
Pinheiros,casa,2,2,0,86.9,8235
Tatuapé,casa,3,1,2,70.0,4968
Itaim Bibi,apto,1,2,1,45.0,5473
Vila Mariana,kitnet,2,2,0,43.4,6690
Vila Mariana,apto,3,1,1,97.9,8324
Moema,apto,2,2,2,88.2,8439
Butantã,kitnet,1,2,2,57.6,6394
Vila Mariana,casa,1,1,1,62.7,4189
Tatuapé,casa,1,2,2,47.1,5257
Moema,apto,2,1,0,62.7,6826
Pinheiros,apto,2,2,1,46.5,6781
Itaim Bibi,kitnet,1,1,0,58.4,4343
Itaim Bibi,casa,3,1,2,96.2,9178
Tatuapé,apto,1,2,2,58.1,5432
Vila Mariana,kitnet,2,2,0,39.0,5321
Pinheiros,casa,3,2,0,32.7,7284
Moema,kitnet,1,1,2,62.5,7754
Tatuapé,casa,1,2,1,44.8,3377
Tatuapé,casa,1,1,0,64.9,4707
Vila Mariana,kitnet,2,2,0,27.6,4234
Tatuapé,kitnet,1,1,1,73.8,4657
Vila Mariana,apto,3,2,0,38.8,6589
Itaim Bibi,kitnet,1,2,0,60.9,6060
Itaim Bibi,kitnet,3,1,0,53.2,8127
Tatuapé,casa,2,1,0,94.4,5227
Pinheiros,apto,1,2,2,63.4,5938
Butantã,apto,1,2,2,98.9,6833
Pinheiros,apto,1,1,2,71.2,5568
Butantã,apto,1,2,0,88.5,4646
Pinheiros,kitnet,1,1,0,55.8,6008
Tatuapé,kitnet,2,2,0,66.9,5294
Pinheiros,casa,1,1,1,84.4,5168
Pinheiros,casa,3,1,0,78.1,7927
Itaim Bibi,kitnet,1,2,0,70.6,6693
Itaim Bibi,casa,1,2,2,53.4,5981
Pinheiros,casa,1,1,1,56.8,3499
Butantã,casa,1,1,2,82.8,6105
Vila Mariana,apto,3,1,0,86.9,6420
Vila Mariana,apto,1,1,2,48.1,4149
Vila Mariana,casa,1,2,2,45.1,5965
Moema,kitnet,3,1,2,41.9,8202
Vila Mariana,apto,2,2,1,76.6,6168
Moema,apto,1,1,2,41.4,6872
Vila Mariana,apto,3,1,1,76.4,8734
Pinheiros,kitnet,1,2,1,70.9,7405
Moema,casa,1,1,0,49.1,6726
Itaim Bibi,casa,2,1,0,91.3,8190
Itaim Bibi,casa,3,1,2,30.8,7068
Moema,apto,1,1,0,93.2,7051
Vila Mariana,kitnet,3,2,0,66.4,7244
Itaim Bibi,apto,1,2,0,20.0,4494
Itaim Bibi,apto,3,1,1,91.8,8340
Itaim Bibi,kitnet,1,1,2,79.4,6341
Butantã,casa,2,1,0,51.4,4731
Itaim Bibi,apto,2,1,0,40.7,6488
Butantã,casa,1,1,2,28.6,3236
Moema,apto,2,1,0,108.3,8906
Moema,kitnet,3,2,1,41.5,6810
Vila Mariana,kitnet,2,1,2,34.7,4890
Vila Mariana,apto,2,2,1,65.4,7085
Itaim Bibi,casa,3,2,0,27.2,7860
Itaim Bibi,apto,3,1,2,40.4,7074
Itaim Bibi,casa,1,1,0,79.9,7083
Vila Mariana,apto,3,1,0,69.3,5955
Moema,apto,3,1,0,52.3,7110
Vila Mariana,casa,3,1,1,60.4,6726
Butantã,kitnet,3,2,2,51.2,6683
Vila Mariana,kitnet,3,1,1,58.8,6817
Pinheiros,apto,3,1,0,44.8,6461
Tatuapé,kitnet,1,2,1,48.4,3389
Butantã,apto,3,2,0,47.8,5844
Butantã,kitnet,1,2,1,45.5,4805
Pinheiros,apto,2,2,0,80.9,7577
Vila Mariana,casa,3,1,2,75.4,6786
Pinheiros,apto,1,1,2,41.4,6073
Vila Mariana,kitnet,3,1,2,36.1,5130
Tatuapé,apto,2,1,0,56.9,4161
Vila Mariana,kitnet,1,1,0,103.1,5973
Pinheiros,apto,1,1,0,39.4,3673
Tatuapé,casa,2,1,2,56.8,4871
Pinheiros,apto,2,1,2,61.8,6830
Vila Mariana,kitnet,2,2,0,57.8,4474
Pinheiros,casa,1,1,2,50.8,5309
Pinheiros,kitnet,1,1,1,83.1,4894
Moema,kitnet,1,2,0,69.1,8406
Butantã,casa,1,2,0,76.9,5177
Itaim Bibi,apto,3,1,0,71.8,8154
Pinheiros,apto,1,1,2,77.9,6622
Pinheiros,apto,3,1,0,91.7,8134
Moema,kitnet,1,1,0,86.6,7681
Tatuapé,kitnet,2,1,2,106.5,5344
Itaim Bibi,casa,3,2,0,84.3,9879
Itaim Bibi,kitnet,2,2,0,46.6,7995
Moema,apto,1,1,2,76.9,7155
Vila Mariana,kitnet,2,2,2,74.2,6931
Pinheiros,casa,1,2,1,98.4,4670
Pinheiros,apto,3,1,2,40.7,5725
Pinheiros,apto,3,1,2,71.2,8050
Butantã,casa,2,2,1,46.4,6052
Vila Mariana,casa,2,1,2,70.3,7091
Itaim Bibi,apto,2,1,0,55.7,6811
Tatuapé,casa,3,1,0,69.6,7128
Tatuapé,apto,2,2,2,31.8,5558
Moema,kitnet,3,1,0,75.9,7661
Itaim Bibi,casa,2,2,2,64.1,9869
Pinheiros,apto,1,1,1,63.0,4814
Pinheiros,casa,3,2,2,99.0,7693
Moema,kitnet,2,1,1,52.4,6534
Moema,casa,3,1,0,66.8,7098
Tatuapé,kitnet,2,1,1,62.0,4668
Itaim Bibi,casa,2,1,2,64.0,8357
Tatuapé,kitnet,2,2,2,104.4,6906
Vila Mariana,apto,2,2,2,61.3,6632
Vila Mariana,apto,3,1,2,48.7,6607
Itaim Bibi,casa,2,1,2,97.4,6873
Vila Mariana,kitnet,3,1,2,53.8,5503
Tatuapé,kitnet,2,1,1,27.9,3629
Tatuapé,kitnet,1,1,1,45.2,3081
Itaim Bibi,kitnet,3,2,1,35.1,7467
Itaim Bibi,casa,2,1,2,24.0,7643
Moema,apto,3,2,1,52.7,7923
Vila Mariana,kitnet,2,1,2,58.6,5100
Moema,casa,2,2,2,83.6,7874
Moema,apto,3,2,0,72.6,9646
Vila Mariana,apto,2,2,2,71.7,8176
Tatuapé,kitnet,3,2,2,42.1,6241
Vila Mariana,apto,2,2,1,77.7,5581
Tatuapé,apto,1,1,0,87.8,4980
Itaim Bibi,kitnet,1,1,0,67.9,6844
Butantã,apto,3,1,2,68.5,6374
Pinheiros,apto,2,2,0,34.7,5185
Itaim Bibi,kitnet,2,2,1,81.1,8043
Pinheiros,casa,3,2,1,95.6,7957
Moema,kitnet,2,1,0,66.5,6078
Vila Mariana,casa,2,2,2,48.1,7336
Pinheiros,apto,3,1,1,56.8,7609
Vila Mariana,apto,1,1,0,51.6,4420
Pinheiros,kitnet,1,2,0,52.8,5765
Itaim Bibi,apto,3,1,1,73.0,8701
Pinheiros,casa,1,1,0,65.6,7342
Moema,casa,3,2,2,80.1,9800
Itaim Bibi,casa,1,2,1,67.4,7890
Butantã,kitnet,1,1,1,42.7,3912
Butantã,casa,3,1,1,50.0,5152
Pinheiros,casa,2,1,0,48.7,6768
Butantã,casa,3,1,1,56.3,6210
Tatuapé,casa,2,2,1,95.9,5713
Vila Mariana,kitnet,1,2,0,99.1,6836
Moema,apto,3,2,1,76.7,9372
Butantã,apto,1,2,1,62.4,3195
Moema,casa,1,1,0,32.8,4545
Vila Mariana,casa,3,1,2,64.4,7322
Butantã,apto,1,1,1,44.2,2386
Butantã,kitnet,2,2,0,92.6,4765
Butantã,casa,2,1,1,27.9,3920
Butantã,apto,3,1,0,67.7,6124
Butantã,kitnet,1,2,1,42.5,4706
Moema,kitnet,1,2,0,59.8,7760
Vila Mariana,casa,2,1,1,73.3,6365
Tatuapé,apto,2,1,0,80.4,4915
Vila Mariana,apto,3,1,0,58.8,5218
Moema,casa,2,1,0,75.2,6949
