valor_aluguel,quartos,banheiros,vagas,area,bairro,tipo
7151,2,1,0,61.6,Moema,apto
5638,2,1,1,49.7,Pinheiros,kitnet
8414,3,1,2,39.3,Itaim Bibi,casa
4118,1,2,1,60.3,Butantã,casa
7490,1,2,0,69.6,Itaim Bibi,apto
6530,3,2,2,62.0,Tatuapé,casa
9663,3,2,1,92.8,Moema,apto
5968,1,2,1,74.1,Tatuapé,casa
4071,1,1,2,57.9,Tatuapé,casa
5914,2,1,0,74.8,Pinheiros,apto
4978,2,1,1,61.0,Pinheiros,casa
3712,1,2,0,60.9,Vila Mariana,casa
8137,2,2,1,85.9,Moema,kitnet
6775,3,2,1,42.0,Pinheiros,apto
6545,3,2,1,60.5,Pinheiros,kitnet
6117,3,1,2,83.8,Butantã,kitnet
8604,2,2,0,66.2,Moema,kitnet
6779,3,2,2,52.6,Tatuapé,kitnet
5446,1,2,1,20.0,Itaim Bibi,kitnet
7871,1,1,0,101.5,Itaim Bibi,kitnet
5984,3,1,0,66.2,Vila Mariana,casa
4103,2,1,1,48.3,Butantã,apto
6639,1,1,2,67.0,Moema,casa
6104,3,1,1,41.0,Butantã,kitnet
7846,1,2,2,53.4,Moema,kitnet
4847,2,1,0,41.2,Pinheiros,casa
6520,1,2,1,31.7,Itaim Bibi,apto
5095,1,2,2,20.0,Pinheiros,kitnet
5235,1,2,1,28.0,Itaim Bibi,apto
6675,1,2,2,80.4,Pinheiros,apto
4396,2,2,0,40.3,Vila Mariana,casa
5751,1,1,2,70.7,Tatuapé,kitnet
6516,1,1,2,79.1,Butantã,apto
6781,2,1,1,60.3,Moema,casa
6002,2,2,1,54.0,Pinheiros,apto
7123,2,1,2,62.7,Vila Mariana,casa
6223,2,2,1,51.7,Butantã,apto
7531,3,1,0,84.1,Itaim Bibi,casa
8307,3,1,2,97.5,Pinheiros,casa
7323,1,2,0,89.0,Moema,apto
5183,3,2,1,20.0,Vila Mariana,apto
6047,2,2,0,51.3,Vila Mariana,kitnet
4843,2,1,2,60.1,Butantã,apto
5746,3,1,2,69.3,Tatuapé,apto
4083,1,1,1,25.5,Vila Mariana,apto
6939,3,1,1,86.1,Moema,casa
7799,3,2,1,48.8,Pinheiros,apto
5615,1,2,2,30.3,Moema,kitnet
7046,2,2,0,37.9,Vila Mariana,apto
7312,1,1,2,67.8,Vila Mariana,casa
3501,1,1,1,43.5,Butantã,apto
8916,1,1,2,64.8,Itaim Bibi,kitnet
6863,2,2,1,40.4,Pinheiros,kitnet
4937,3,2,2,25.1,Butantã,kitnet
3689,2,1,1,88.5,Tatuapé,apto
5889,2,1,1,68.0,Butantã,apto
7525,3,1,0,53.3,Itaim Bibi,kitnet
7232,2,2,0,49.6,Moema,kitnet
6396,3,2,0,89.3,Tatuapé,apto
4740,2,2,1,71.8,Tatuapé,kitnet
7646,1,2,2,82.9,Itaim Bibi,kitnet
6415,2,1,2,48.3,Vila Mariana,casa
6347,2,2,2,61.0,Vila Mariana,casa
5853,2,1,1,68.0,Vila Mariana,apto
5054,3,1,1,49.0,Vila Mariana,apto
6316,1,2,2,58.1,Pinheiros,apto
5160,2,2,0,48.3,Pinheiros,apto
6374,2,1,2,68.0,Butantã,kitnet
4920,1,2,2,33.6,Pinheiros,casa
5507,2,1,2,71.4,Butantã,kitnet
8618,3,1,0,66.2,Pinheiros,apto
7633,2,2,2,55.9,Itaim Bibi,kitnet
5117,1,1,1,69.0,Vila Mariana,apto
4850,1,2,1,52.7,Tatuapé,kitnet
4170,2,2,0,46.6,Vila Mariana,apto
9527,3,2,1,70.9,Moema,apto
7947,1,2,1,71.7,Moema,apto
5015,1,2,2,49.9,Tatuapé,kitnet
4742,3,1,1,48.1,Moema,apto
3983,1,2,0,56.3,Tatuapé,casa
5551,1,1,2,49.0,Itaim Bibi,casa
8314,1,2,0,90.5,Moema,kitnet
9532,3,2,2,66.3,Moema,casa
7319,2,2,2,60.3,Pinheiros,apto
4578,1,1,0,41.3,Moema,casa
7939,1,2,2,74.8,Pinheiros,apto
6323,3,1,2,47.8,Vila Mariana,kitnet
7253,3,2,1,46.9,Butantã,kitnet
6976,1,2,2,75.5,Pinheiros,apto
7138,1,2,0,67.7,Moema,kitnet
6831,3,1,1,56.8,Butantã,casa
6162,1,1,1,62.5,Pinheiros,casa
7251,1,2,2,53.2,Pinheiros,apto
8038,2,2,2,63.2,Moema,casa
4177,2,2,1,23.8,Tatuapé,apto
4776,2,2,1,20.0,Butantã,kitnet
7169,3,1,1,40.5,Vila Mariana,kitnet
6283,1,1,0,65.6,Pinheiros,kitnet
4811,2,1,1,20.0,Vila Mariana,casa
5795,1,2,2,21.5,Pinheiros,casa
7203,3,2,2,55.1,Moema,kitnet
7803,2,1,2,99.2,Pinheiros,casa
6777,2,2,2,55.7,Pinheiros,casa
4601,3,1,1,57.8,Butantã,casa
6402,1,1,1,76.8,Pinheiros,casa
8336,3,1,1,60.4,Vila Mariana,casa
5421,3,1,1,55.7,Butantã,kitnet
5069,1,1,0,78.5,Tatuapé,casa
9063,3,2,1,65.8,Moema,kitnet
4801,2,1,2,57.2,Butantã,casa
6782,2,1,0,53.1,Moema,kitnet
6535,3,1,1,78.3,Tatuapé,apto
5145,1,1,1,53.3,Tatuapé,kitnet
6610,1,2,2,84.6,Tatuapé,apto
3456,2,2,1,39.1,Vila Mariana,casa
5675,3,1,0,88.7,Butantã,apto
5327,2,1,1,69.4,Butantã,casa
4907,1,2,2,40.6,Pinheiros,casa
4345,2,1,0,70.2,Itaim Bibi,kitnet
6029,1,2,1,47.0,Itaim Bibi,apto
8117,3,2,0,60.7,Itaim Bibi,kitnet
7088,2,2,2,50.3,Moema,kitnet
6323,2,2,0,57.3,Moema,casa
5698,2,1,1,78.8,Butantã,casa
8286,3,2,2,70.4,Pinheiros,kitnet
7650,3,2,2,37.5,Itaim Bibi,apto
5657,2,2,0,38.6,Butantã,kitnet
7609,2,2,0,65.4,Itaim Bibi,apto
6009,1,2,0,66.9,Moema,kitnet
3996,2,2,1,46.5,Tatuapé,apto
7384,2,1,2,91.8,Pinheiros,kitnet
6179,2,1,0,76.3,Butantã,kitnet
6866,3,2,0,47.5,Moema,apto
7043,3,1,1,45.6,Pinheiros,casa
7939,2,2,2,55.4,Itaim Bibi,casa
6295,2,1,1,53.4,Tatuapé,apto
5266,1,1,1,85.1,Tatuapé,casa
7032,2,2,2,79.7,Pinheiros,kitnet
9310,3,2,2,60.7,Itaim Bibi,apto
7023,3,2,1,73.6,Tatuapé,kitnet
8176,3,1,1,76.5,Itaim Bibi,kitnet
6404,2,1,1,61.2,Itaim Bibi,casa
7370,3,2,0,68.1,Vila Mariana,casa
7407,3,2,1,71.9,Vila Mariana,casa
4879,2,2,2,69.8,Butantã,apto
4036,1,2,0,44.4,Tatuapé,casa
6884,2,2,2,46.4,Moema,kitnet
5214,3,1,1,54.2,Vila Mariana,apto
4194,2,1,1,45.9,Tatuapé,kitnet
7842,3,1,0,30.5,Itaim Bibi,kitnet
9072,3,2,2,73.5,Pinheiros,kitnet
4865,1,1,0,66.9,Tatuapé,casa
5612,3,2,1,33.2,Butantã,casa
5932,2,1,0,55.2,Vila Mariana,casa
6868,3,1,2,56.3,Vila Mariana,kitnet
4425,2,2,0,63.6,Butantã,kitnet
5226,2,1,2,38.4,Pinheiros,casa
5502,1,2,1,32.9,Moema,kitnet
7933,1,2,0,70.4,Moema,casa
7941,2,2,2,29.3,Itaim Bibi,casa
5596,2,1,2,55.3,Pinheiros,apto
7047,2,2,0,53.5,Moema,casa
5904,1,2,2,57.5,Pinheiros,casa
7628,2,1,2,65.1,Itaim Bibi,kitnet
5430,1,2,2,92.0,Tatuapé,kitnet
6565,1,1,1,28.0,Moema,apto
7311,2,1,0,77.5,Moema,casa
5273,2,1,1,20.0,Pinheiros,kitnet
6816,2,2,2,87.9,Butantã,casa
3978,3,2,1,20.0,Tatuapé,casa
8149,3,1,1,108.7,Vila Mariana,kitnet
8016,2,1,2,52.2,Moema,casa
6432,1,2,0,81.7,Itaim Bibi,casa
7023,3,2,2,51.3,Moema,apto
5734,2,1,1,52.8,Vila Mariana,casa
5985,3,1,1,43.3,Tatuapé,kitnet
6360,3,1,1,75.7,Tatuapé,casa
6590,3,2,2,51.5,Tatuapé,kitnet
6120,3,2,2,43.6,Pinheiros,apto
6965,1,2,2,70.7,Moema,kitnet
4889,2,2,0,53.4,Butantã,kitnet
3933,2,2,2,62.1,Tatuapé,casa
7381,1,1,2,47.2,Moema,kitnet
6249,3,1,0,50.2,Tatuapé,kitnet
6634,1,2,1,90.7,Vila Mariana,kitnet
6367,3,2,2,55.9,Pinheiros,kitnet
7085,1,2,1,52.8,Itaim Bibi,casa
6782,2,1,2,56.5,Butantã,kitnet
6453,3,1,1,69.1,Butantã,apto
5328,2,2,0,39.3,Tatuapé,apto
6968,3,2,0,68.5,Pinheiros,casa
5557,3,1,2,65.1,Butantã,kitnet
6970,3,1,2,24.2,Moema,kitnet
5435,2,1,1,95.9,Vila Mariana,casa
8888,3,2,1,89.2,Butantã,casa
6931,2,1,1,44.0,Itaim Bibi,casa
8320,3,1,2,37.6,Itaim Bibi,kitnet
7068,3,2,2,64.6,Vila Mariana,kitnet
9359,2,1,2,87.3,Moema,casa
4720,3,1,2,50.6,Tatuapé,casa
7852,1,1,1,92.4,Itaim Bibi,kitnet
5160,3,1,0,43.5,Tatuapé,casa
5192,1,1,1,57.8,Vila Mariana,kitnet
7433,3,2,2,85.3,Vila Mariana,casa
7486,3,1,1,53.5,Moema,kitnet
3903,1,2,0,65.4,Butantã,apto
9603,3,1,2,81.9,Itaim Bibi,kitnet
7224,1,2,2,48.9,Moema,apto
6926,2,2,1,34.8,Itaim Bibi,casa
7070,3,2,1,30.8,Itaim Bibi,kitnet
8536,1,2,0,71.7,Moema,kitnet
5892,1,1,2,67.8,Moema,casa
4601,2,2,0,81.2,Butantã,casa
5070,2,2,1,54.5,Tatuapé,apto
4535,1,1,1,31.4,Pinheiros,kitnet
6678,2,1,0,20.0,Itaim Bibi,apto
6838,1,2,1,117.4,Tatuapé,apto
4840,1,1,2,70.5,Tatuapé,casa
7782,1,2,2,62.7,Itaim Bibi,apto
5353,1,2,1,65.6,Butantã,apto
7124,3,1,0,31.4,Vila Mariana,casa
8226,3,2,2,44.1,Moema,kitnet
6501,2,2,0,94.9,Vila Mariana,apto
6454,3,1,2,73.2,Tatuapé,kitnet
4947,2,2,1,44.7,Moema,casa
7038,3,1,1,35.5,Moema,apto
7165,1,1,1,49.7,Itaim Bibi,kitnet
7092,1,2,1,53.7,Moema,casa
9368,3,2,0,101.0,Moema,kitnet
6806,1,1,1,56.2,Moema,apto
6769,3,1,1,36.2,Vila Mariana,apto
7705,2,1,2,58.8,Pinheiros,apto
7817,2,1,1,65.3,Itaim Bibi,casa
5579,2,1,2,34.4,Pinheiros,kitnet
5090,3,2,0,68.0,Vila Mariana,kitnet
7808,1,1,0,84.2,Itaim Bibi,casa
7195,3,1,0,62.8,Pinheiros,casa
5544,3,1,2,44.1,Tatuapé,kitnet
7232,3,2,0,49.4,Itaim Bibi,casa
5477,3,2,0,26.8,Tatuapé,apto
7014,3,2,2,57.3,Vila Mariana,apto
6459,2,1,1,66.2,Pinheiros,apto
4917,2,2,1,42.1,Butantã,casa
8124,2,2,2,98.8,Vila Mariana,casa
8256,3,2,2,75.8,Itaim Bibi,casa
5974,2,2,2,24.1,Vila Mariana,casa
5060,2,2,1,24.6,Pinheiros,kitnet
5861,1,2,1,40.3,Itaim Bibi,kitnet
6152,1,2,0,91.5,Butantã,apto
4539,1,2,1,77.8,Butantã,apto
9681,2,2,2,92.5,Itaim Bibi,apto
6087,2,2,0,60.2,Vila Mariana,kitnet
4656,3,1,2,55.8,Butantã,casa
7743,2,2,0,35.0,Itaim Bibi,kitnet
5358,1,1,0,67.0,Vila Mariana,casa
6898,2,2,1,56.1,Pinheiros,casa
4765,1,1,0,55.3,Butantã,apto
9470,3,2,2,92.4,Vila Mariana,casa
8485,3,2,1,57.5,Itaim Bibi,apto
7292,1,2,1,86.6,Pinheiros,casa
4544,1,1,1,28.2,Vila Mariana,apto
6639,1,2,0,113.8,Vila Mariana,apto
5109,2,2,2,52.5,Vila Mariana,apto
7496,1,1,2,74.1,Itaim Bibi,kitnet
7123,3,1,0,77.3,Butantã,kitnet
4668,1,2,0,50.1,Butantã,casa
7037,2,2,0,76.4,Itaim Bibi,casa
7401,2,2,0,77.4,Vila Mariana,kitnet
3725,1,1,1,45.7,Butantã,casa
3806,3,1,2,46.0,Tatuapé,casa
5442,1,2,1,60.9,Tatuapé,casa
7274,3,2,0,57.7,Itaim Bibi,casa
6440,2,1,1,74.1,Butantã,kitnet
5076,3,1,0,58.6,Tatuapé,casa
5631,2,1,1,72.1,Tatuapé,casa
7439,1,2,0,20.0,Itaim Bibi,apto
5731,1,2,0,47.7,Vila Mariana,kitnet
6963,3,1,1,65.8,Vila Mariana,kitnet
7581,2,1,0,82.3,Tatuapé,apto
7614,3,2,1,64.0,Pinheiros,apto
6240,1,1,0,89.2,Vila Mariana,kitnet
7472,3,1,0,77.4,Itaim Bibi,apto
4167,3,1,1,50.2,Butantã,kitnet
3986,1,2,0,57.2,Tatuapé,kitnet
8076,2,2,2,68.2,Moema,kitnet
8494,3,2,2,51.0,Moema,apto
6383,1,1,1,90.6,Itaim Bibi,casa
4163,1,2,0,37.8,Tatuapé,casa
5525,1,2,1,66.3,Pinheiros,kitnet
5828,2,1,1,74.7,Tatuapé,apto
7360,1,2,1,53.7,Moema,apto
6960,2,1,2,49.2,Itaim Bibi,apto
5683,3,2,2,58.5,Butantã,kitnet
6522,1,2,1,76.2,Butantã,kitnet
4698,1,2,0,50.0,Tatuapé,apto
6680,2,2,0,38.6,Moema,apto
8965,1,2,2,83.0,Moema,apto
5906,1,2,1,68.0,Vila Mariana,kitnet
4208,1,1,0,80.2,Butantã,casa
4054,1,1,1,75.2,Butantã,apto
7722,3,2,2,103.6,Butantã,apto
6486,1,1,1,82.3,Vila Mariana,casa
6677,2,2,0,45.5,Vila Mariana,casa
6801,3,2,2,69.4,Butantã,apto
5236,2,1,0,48.9,Tatuapé,kitnet
7556,2,2,2,50.9,Itaim Bibi,casa
5627,2,1,1,31.7,Moema,apto
6283,3,1,0,54.3,Moema,kitnet
4222,1,2,0,70.9,Tatuapé,kitnet
5845,1,1,2,58.7,Itaim Bibi,apto
9048,3,1,2,38.0,Moema,apto
5738,1,1,0,29.5,Itaim Bibi,apto
6791,1,2,1,102.2,Vila Mariana,kitnet
8273,1,1,2,66.5,Moema,casa
3164,1,1,2,43.5,Butantã,kitnet
4867,1,1,2,69.2,Butantã,casa
8113,2,2,0,103.8,Butantã,casa
6157,2,1,1,72.4,Vila Mariana,casa
5457,1,1,2,20.0,Butantã,kitnet
8120,3,2,0,113.0,Butantã,casa
4435,1,2,0,23.0,Butantã,kitnet
8644,3,2,2,55.9,Pinheiros,kitnet
7621,3,1,2,37.3,Itaim Bibi,kitnet
3965,2,1,0,45.2,Butantã,kitnet
7678,2,1,2,65.7,Itaim Bibi,casa
3210,1,1,1,20.0,Vila Mariana,apto
6493,1,1,1,58.2,Itaim Bibi,casa
8085,3,2,1,82.9,Pinheiros,kitnet
8245,2,1,2,43.1,Moema,kitnet
4240,1,2,1,32.2,Tatuapé,casa
6369,3,1,2,53.2,Itaim Bibi,casa
4269,1,2,1,48.1,Vila Mariana,kitnet
3903,1,2,2,36.2,Tatuapé,apto
5406,1,1,0,70.4,Tatuapé,apto
4769,1,1,2,71.9,Tatuapé,apto
4786,2,2,2,38.7,Vila Mariana,kitnet
4748,1,1,2,41.5,Vila Mariana,casa
5024,2,1,1,62.7,Vila Mariana,apto
4706,1,1,1,40.7,Moema,apto
7006,3,1,0,63.6,Tatuapé,apto
8700,3,1,2,89.4,Moema,casa
7903,2,2,2,58.8,Moema,kitnet
5197,2,2,0,35.7,Vila Mariana,casa
5334,1,2,0,67.8,Vila Mariana,kitnet
4121,1,2,2,56.4,Tatuapé,kitnet
7661,2,2,2,57.0,Itaim Bibi,kitnet
6155,1,2,1,69.5,Vila Mariana,apto
6350,2,1,0,73.8,Butantã,kitnet
5979,2,1,2,60.7,Tatuapé,apto
4188,1,1,1,58.8,Vila Mariana,casa
8101,2,2,2,84.0,Pinheiros,apto
7400,3,2,1,76.7,Pinheiros,apto
6324,1,1,0,62.6,Moema,apto
7254,2,1,2,39.9,Moema,apto
9014,3,1,2,82.5,Itaim Bibi,casa
6371,1,1,2,62.9,Pinheiros,kitnet
5163,3,2,1,48.5,Butantã,apto
8348,3,1,2,55.1,Vila Mariana,casa
4877,2,2,2,40.7,Pinheiros,kitnet
9197,3,2,0,81.1,Itaim Bibi,kitnet
8403,3,1,0,73.7,Itaim Bibi,apto
4923,1,2,0,63.6,Tatuapé,casa
6708,3,1,2,59.1,Pinheiros,apto
5827,1,1,0,46.4,Pinheiros,apto
5514,1,2,1,20.0,Moema,apto
5303,1,2,2,31.7,Moema,casa
3779,2,1,1,45.1,Butantã,apto
6264,3,2,0,42.1,Vila Mariana,apto
4796,2,1,1,65.8,Vila Mariana,apto
6727,2,1,0,76.2,Butantã,casa
6362,1,1,1,57.4,Pinheiros,casa
8907,2,1,2,88.2,Pinheiros,casa
8407,2,2,1,44.3,Moema,apto
7437,2,2,2,57.3,Moema,casa
3574,1,2,0,59.0,Tatuapé,casa
3613,1,2,2,81.8,Butantã,apto
5539,3,1,1,62.1,Butantã,kitnet
7493,2,2,0,62.7,Vila Mariana,kitnet
3445,2,1,1,26.9,Butantã,casa
3592,1,2,0,42.0,Tatuapé,casa
7614,3,2,1,81.9,Pinheiros,kitnet
4600,2,2,1,20.0,Butantã,casa
8235,2,2,0,86.9,Pinheiros,casa
4968,3,1,2,70.0,Tatuapé,casa
5473,1,2,1,45.0,Itaim Bibi,apto
6690,2,2,0,43.4,Vila Mariana,kitnet
8324,3,1,1,97.9,Vila Mariana,apto
8439,2,2,2,88.2,Moema,apto
6394,1,2,2,57.6,Butantã,kitnet
4189,1,1,1,62.7,Vila Mariana,casa
5257,1,2,2,47.1,Tatuapé,casa
6826,2,1,0,62.7,Moema,apto
6781,2,2,1,46.5,Pinheiros,apto
4343,1,1,0,58.4,Itaim Bibi,kitnet
9178,3,1,2,96.2,Itaim Bibi,casa
5432,1,2,2,58.1,Tatuapé,apto
5321,2,2,0,39.0,Vila Mariana,kitnet
7284,3,2,0,32.7,Pinheiros,casa
7754,1,1,2,62.5,Moema,kitnet
3377,1,2,1,44.8,Tatuapé,casa
4707,1,1,0,64.9,Tatuapé,casa
4234,2,2,0,27.6,Vila Mariana,kitnet
4657,1,1,1,73.8,Tatuapé,kitnet
6589,3,2,0,38.8,Vila Mariana,apto
6060,1,2,0,60.9,Itaim Bibi,kitnet
8127,3,1,0,53.2,Itaim Bibi,kitnet
5227,2,1,0,94.4,Tatuapé,casa
5938,1,2,2,63.4,Pinheiros,apto
6833,1,2,2,98.9,Butantã,apto
5568,1,1,2,71.2,Pinheiros,apto
4646,1,2,0,88.5,Butantã,apto
6008,1,1,0,55.8,Pinheiros,kitnet
5294,2,2,0,66.9,Tatuapé,kitnet
5168,1,1,1,84.4,Pinheiros,casa
7927,3,1,0,78.1,Pinheiros,casa
6693,1,2,0,70.6,Itaim Bibi,kitnet
5981,1,2,2,53.4,Itaim Bibi,casa
3499,1,1,1,56.8,Pinheiros,casa
6105,1,1,2,82.8,Butantã,casa
6420,3,1,0,86.9,Vila Mariana,apto
4149,1,1,2,48.1,Vila Mariana,apto
5965,1,2,2,45.1,Vila Mariana,casa
8202,3,1,2,41.9,Moema,kitnet
6168,2,2,1,76.6,Vila Mariana,apto
6872,1,1,2,41.4,Moema,apto
8734,3,1,1,76.4,Vila Mariana,apto
7405,1,2,1,70.9,Pinheiros,kitnet
6726,1,1,0,49.1,Moema,casa
8190,2,1,0,91.3,Itaim Bibi,casa
7068,3,1,2,30.8,Itaim Bibi,casa
7051,1,1,0,93.2,Moema,apto
7244,3,2,0,66.4,Vila Mariana,kitnet
4494,1,2,0,20.0,Itaim Bibi,apto
8340,3,1,1,91.8,Itaim Bibi,apto
6341,1,1,2,79.4,Itaim Bibi,kitnet
4731,2,1,0,51.4,Butantã,casa
6488,2,1,0,40.7,Itaim Bibi,apto
3236,1,1,2,28.6,Butantã,casa
8906,2,1,0,108.3,Moema,apto
6810,3,2,1,41.5,Moema,kitnet
4890,2,1,2,34.7,Vila Mariana,kitnet
7085,2,2,1,65.4,Vila Mariana,apto
7860,3,2,0,27.2,Itaim Bibi,casa
7074,3,1,2,40.4,Itaim Bibi,apto
7083,1,1,0,79.9,Itaim Bibi,casa
5955,3,1,0,69.3,Vila Mariana,apto
7110,3,1,0,52.3,Moema,apto
6726,3,1,1,60.4,Vila Mariana,casa
6683,3,2,2,51.2,Butantã,kitnet
6817,3,1,1,58.8,Vila Mariana,kitnet
6461,3,1,0,44.8,Pinheiros,apto
3389,1,2,1,48.4,Tatuapé,kitnet
5844,3,2,0,47.8,Butantã,apto
4805,1,2,1,45.5,Butantã,kitnet
7577,2,2,0,80.9,Pinheiros,apto
6786,3,1,2,75.4,Vila Mariana,casa
6073,1,1,2,41.4,Pinheiros,apto
5130,3,1,2,36.1,Vila Mariana,kitnet
4161,2,1,0,56.9,Tatuapé,apto
5973,1,1,0,103.1,Vila Mariana,kitnet
3673,1,1,0,39.4,Pinheiros,apto
4871,2,1,2,56.8,Tatuapé,casa
6830,2,1,2,61.8,Pinheiros,apto
4474,2,2,0,57.8,Vila Mariana,kitnet
5309,1,1,2,50.8,Pinheiros,casa
4894,1,1,1,83.1,Pinheiros,kitnet
8406,1,2,0,69.1,Moema,kitnet
5177,1,2,0,76.9,Butantã,casa
8154,3,1,0,71.8,Itaim Bibi,apto
6622,1,1,2,77.9,Pinheiros,apto
8134,3,1,0,91.7,Pinheiros,apto
7681,1,1,0,86.6,Moema,kitnet
5344,2,1,2,106.5,Tatuapé,kitnet
7995,2,2,0,46.6,Itaim Bibi,kitnet
7155,1,1,2,76.9,Moema,apto
6931,2,2,2,74.2,Vila Mariana,kitnet
4670,1,2,1,98.4,Pinheiros,casa
5725,3,1,2,40.7,Pinheiros,apto
8050,3,1,2,71.2,Pinheiros,apto
6052,2,2,1,46.4,Butantã,casa
7091,2,1,2,70.3,Vila Mariana,casa
6811,2,1,0,55.7,Itaim Bibi,apto
7128,3,1,0,69.6,Tatuapé,casa
5558,2,2,2,31.8,Tatuapé,apto
7661,3,1,0,75.9,Moema,kitnet
4814,1,1,1,63.0,Pinheiros,apto
7693,3,2,2,99.0,Pinheiros,casa
6534,2,1,1,52.4,Moema,kitnet
7098,3,1,0,66.8,Moema,casa
4668,2,1,1,62.0,Tatuapé,kitnet
8357,2,1,2,64.0,Itaim Bibi,casa
6906,2,2,2,104.4,Tatuapé,kitnet
6632,2,2,2,61.3,Vila Mariana,apto
6607,3,1,2,48.7,Vila Mariana,apto
6873,2,1,2,97.4,Itaim Bibi,casa
5503,3,1,2,53.8,Vila Mariana,kitnet
3629,2,1,1,27.9,Tatuapé,kitnet
3081,1,1,1,45.2,Tatuapé,kitnet
7467,3,2,1,35.1,Itaim Bibi,kitnet
7643,2,1,2,24.0,Itaim Bibi,casa
7923,3,2,1,52.7,Moema,apto
5100,2,1,2,58.6,Vila Mariana,kitnet
7874,2,2,2,83.6,Moema,casa
9646,3,2,0,72.6,Moema,apto
8176,2,2,2,71.7,Vila Mariana,apto
6241,3,2,2,42.1,Tatuapé,kitnet
5581,2,2,1,77.7,Vila Mariana,apto
4980,1,1,0,87.8,Tatuapé,apto
6844,1,1,0,67.9,Itaim Bibi,kitnet
6374,3,1,2,68.5,Butantã,apto
5185,2,2,0,34.7,Pinheiros,apto
8043,2,2,1,81.1,Itaim Bibi,kitnet
7957,3,2,1,95.6,Pinheiros,casa
6078,2,1,0,66.5,Moema,kitnet
7336,2,2,2,48.1,Vila Mariana,casa
7609,3,1,1,56.8,Pinheiros,apto
4420,1,1,0,51.6,Vila Mariana,apto
5765,1,2,0,52.8,Pinheiros,kitnet
8701,3,1,1,73.0,Itaim Bibi,apto
7342,1,1,0,65.6,Pinheiros,casa
7890,1,2,1,67.4,Itaim Bibi,casa
3912,1,1,1,42.7,Butantã,kitnet
5152,3,1,1,50.0,Butantã,casa
6768,2,1,0,48.7,Pinheiros,casa
6210,3,1,1,56.3,Butantã,casa
5713,2,2,1,95.9,Tatuapé,casa
6836,1,2,0,99.1,Vila Mariana,kitnet
9372,3,2,1,76.7,Moema,apto
3195,1,2,1,62.4,Butantã,apto
4545,1,1,0,32.8,Moema,casa
7322,3,1,2,64.4,Vila Mariana,casa
4765,2,2,0,92.6,Butantã,kitnet
3920,2,1,1,27.9,Butantã,casa
6124,3,1,0,67.7,Butantã,apto
4706,1,2,1,42.5,Butantã,kitnet
7760,1,2,0,59.8,Moema,kitnet
6365,2,1,1,73.3,Vila Mariana,casa
4915,2,1,0,80.4,Tatuapé,apto
5218,3,1,0,58.8,Vila Mariana,apto
6949,2,1,0,75.2,Moema,casa
4069,1,1,0,46.8,Tatuapé,apto
6950,3,2,1,64.9,Butantã,casa
6413,2,1,0,80.0,Vila Mariana,apto
6937,3,1,0,66.6,Vila Mariana,apto
8404,3,1,0,49.4,Itaim Bibi,casa
5793,1,1,2,54.4,Pinheiros,kitnet
6903,2,1,2,80.3,Tatuapé,kitnet
5764,2,1,0,38.2,Itaim Bibi,apto
4375,2,2,0,41.1,Tatuapé,apto
6676,1,1,2,72.0,Moema,casa
7971,2,1,2,51.2,Itaim Bibi,casa
6117,2,2,2,30.9,Moema,kitnet
6853,1,1,0,87.0,Itaim Bibi,kitnet
4252,1,1,1,38.0,Moema,casa
5656,1,1,0,56.0,Pinheiros,apto
6226,3,1,1,47.6,Tatuapé,apto
7250,3,1,0,54.0,Pinheiros,apto
5319,2,2,0,42.3,Butantã,casa
6000,2,1,1,74.3,Tatuapé,apto
7726,1,2,2,62.2,Moema,apto
7482,1,1,1,79.7,Moema,kitnet
6478,3,2,2,47.8,Tatuapé,kitnet
6255,1,1,2,102.7,Vila Mariana,casa
4197,1,1,2,21.9,Vila Mariana,kitnet
6605,3,1,0,28.3,Moema,kitnet
6783,2,2,0,95.1,Vila Mariana,kitnet
6031,1,2,1,69.5,Itaim Bibi,kitnet
5817,2,1,2,66.8,Pinheiros,apto
8743,3,1,2,68.6,Itaim Bibi,kitnet
8467,2,1,2,71.4,Moema,kitnet
5187,2,2,0,66.0,Tatuapé,kitnet
7932,2,1,1,40.7,Pinheiros,casa
6955,2,2,0,76.4,Moema,kitnet
8452,3,1,0,73.2,Itaim Bibi,kitnet
6790,1,1,0,88.6,Vila Mariana,kitnet
8211,1,2,2,95.3,Pinheiros,kitnet
4622,1,1,0,66.6,Tatuapé,kitnet
6420,2,1,1,35.4,Pinheiros,casa
7308,2,1,2,95.5,Vila Mariana,kitnet
8519,2,2,2,39.6,Moema,casa
6829,3,1,1,66.8,Tatuapé,kitnet
4064,2,1,1,54.9,Tatuapé,kitnet
6999,1,2,1,51.4,Itaim Bibi,kitnet
5021,2,2,2,75.3,Butantã,casa
7964,2,1,2,64.9,Pinheiros,casa
7587,2,1,1,70.3,Moema,apto
7290,2,2,1,43.7,Pinheiros,casa
6808,3,1,1,56.5,Pinheiros,casa
3253,1,1,1,44.6,Vila Mariana,casa
6890,1,2,2,56.0,Tatuapé,kitnet
5234,2,2,0,57.6,Butantã,kitnet
7206,1,1,2,96.9,Itaim Bibi,apto
5361,1,2,1,54.8,Tatuapé,casa
7829,2,2,0,20.0,Itaim Bibi,kitnet
6675,2,2,0,87.9,Vila Mariana,kitnet
5290,2,1,1,69.0,Butantã,kitnet
4612,1,2,0,57.4,Butantã,kitnet
